t,body,x,y,z,vx,vy,vz
5.4,Body C,0.89959,0.295252,0,-0.634602,0.372504,0
5.42,Body A,-1.02672,-0.176509,0,-0.303841,0.459737,0
5.42,Body B,0.140101,-0.126056,0,0.966641,-0.818298,0
5.42,Body C,0.886616,0.302565,0,-0.6628,0.358561,0
5.44,Body A,-1.0326,-0.167297,0,-0.28448,0.461451,0
5.44,Body B,0.159525,-0.142287,0,0.975841,-0.804547,0
5.44,Body C,0.873075,0.309584,0,-0.691362,0.343096,0
5.46,Body A,-1.0381,-0.158053,0,-0.26565,0.462858,0
5.46,Body B,0.17914,-0.158225,0,0.985845,-0.78887,0
5.46,Body C,0.85896,0.316278,0,-0.720196,0.326012,0
5.48,Body A,-1.04323,-0.148784,0,-0.247326,0.463998,0
5.48,Body B,0.198963,-0.173829,0,0.99652,-0.771217,0
5.48,Body C,0.844266,0.322613,0,-0.749194,0.307219,0
5.5,Body A,-1.048,-0.139495,0,-0.22948,0.464908,0
5.5,Body B,0.219005,-0.18906,0,1.00771,-0.751538,0
5.5,Body C,0.828992,0.328555,0,-0.778233,0.28663,0
5.52,Body A,-1.05241,-0.130189,0,-0.212084,0.465622,0
5.52,Body B,0.239274,-0.203877,0,1.01925,-0.729794,0
5.52,Body C,0.813138,0.334066,0,-0.80717,0.264172,0
5.54,Body A,-1.05648,-0.120871,0,-0.19511,0.46617,0
5.54,Body B,0.259776,-0.218238,0,1.03096,-0.705954,0
5.54,Body C,0.796707,0.339109,0,-0.835848,0.239783,0
5.56,Body A,-1.06022,-0.111543,0,-0.178527,0.46658,0
5.56,Body B,0.280512,-0.232101,0,1.04262,-0.68,0
5.56,Body C,0.779707,0.343644,0,-0.864093,0.21342,0
5.58,Body A,-1.06363,-0.102209,0,-0.162306,0.466875,0
5.58,Body B,0.301479,-0.245423,0,1.05402,-0.651935,0
5.58,Body C,0.762147,0.347632,0,-0.891718,0.18506,0
5.6,Body A,-1.06671,-0.092869,0,-0.146417,0.467078,0
5.6,Body B,0.32267,-0.258164,0,1.06494,-0.62178,0
5.6,Body C,0.744044,0.351033,0,-0.918521,0.154702,0
5.62,Body A,-1.06949,-0.083526,0,-0.13083,0.467207,0
5.62,Body B,0.344072,-0.270281,0,1.07513,-0.589584,0
5.62,Body C,0.725413,0.353807,0,-0.944296,0.122377,0
5.64,Body A,-1.07195,-0.074181,0,-0.115515,0.467281,0
5.64,Body B,0.365668,-0.281734,0,1.08434,-0.555424,0
5.64,Body C,0.70628,0.355915,0,-0.968827,0.0881429,0
5.66,Body A,-1.07411,-0.0648351,0,-0.10044,0.467312,0
5.66,Body B,0.387437,-0.292486,0,1.09234,-0.519406,0
5.66,Body C,0.68667,0.357321,0,-0.991903,0.0520933,0
5.68,Body A,-1.07597,-0.0554887,0,-0.085576,0.467315,0
5.68,Body B,0.409352,-0.302499,0,1.09889,-0.48167,0
5.68,Body C,0.666615,0.357988,0,-1.01332,0.0143548,0
5.7,Body A,-1.07753,-0.0461426,0,-0.0708922,0.4673,0
5.7,Body B,0.431382,-0.311742,0,1.10376,-0.44239,0
5.7,Body C,0.64615,0.357885,0,-1.03287,-0.0249109,0
5.72,Body A,-1.0788,-0.0367968,0,-0.0563583,0.467276,0
5.72,Body B,0.45349,-0.320186,0,1.10675,-0.401768,0
5.72,Body C,0.625314,0.356983,0,-1.05039,-0.0655083,0
5.74,Body A,-1.07979,-0.0274515,0,-0.0419438,0.467251,0
5.74,Body B,0.475638,-0.327805,0,1.10766,-0.36004,0
5.74,Body C,0.604149,0.355257,0,-1.06572,-0.107211,0
5.76,Body A,-1.08048,-0.0181067,0,-0.0276184,0.467229,0
5.76,Body B,0.497782,-0.334582,0,1.10636,-0.317464,0
5.76,Body C,0.5827,0.352688,0,-1.07874,-0.149765,0
5.78,Body A,-1.08089,-0.00876232,0,-0.0133518,0.467214,0
5.78,Body B,0.519877,-0.3405,0,1.10272,-0.274319,0
5.78,Body C,0.561015,0.349263,0,-1.08937,-0.192895,0
5.8,Body A,-1.08102,0.000581902,0,0.000886418,0.46721,0
5.8,Body B,0.541875,-0.345553,0,1.09667,-0.230898,0
5.8,Body C,0.539142,0.344971,0,-1.09756,-0.236311,0
5.82,Body A,-1.08086,0.00992613,0,0.0151265,0.467215,0
5.82,Body B,0.563727,-0.349736,0,1.08818,-0.187502,0
5.82,Body C,0.517129,0.33981,0,-1.10331,-0.279713,0
5.84,Body A,-1.08041,0.0192706,0,0.0293988,0.467231,0
5.84,Body B,0.585386,-0.353055,0,1.07725,-0.144428,0
5.84,Body C,0.495026,0.333784,0,-1.10665,-0.322803,0
5.86,Body A,-1.07968,0.0286154,0,0.0437336,0.467254,0
5.86,Body B,0.606801,-0.355517,0,1.06393,-0.101965,0
5.86,Body C,0.472879,0.326902,0,-1.10767,-0.365289,0
5.88,Body A,-1.07866,0.0379608,0,0.0581613,0.46728,0
5.88,Body B,0.627928,-0.357139,0,1.04832,-0.0603868,0
5.88,Body C,0.450734,0.319179,0,-1.10648,-0.406893,0
5.9,Body A,-1.07735,0.0473066,0,0.0727123,0.467303,0
5.9,Body B,0.64872,-0.357941,0,1.03054,-0.0199435,0
5.9,Body C,0.428633,0.310634,0,-1.10325,-0.447359,0
5.92,Body A,-1.07575,0.0566528,0,0.0874168,0.467316,0
5.92,Body B,0.669136,-0.357946,0,1.01075,0.0191419,0
5.92,Body C,0.406616,0.301293,0,-1.09816,-0.486458,0
5.94,Body A,-1.07385,0.0659991,0,0.102305,0.46731,0
5.94,Body B,0.689137,-0.357185,0,0.989115,0.0566782,0
5.94,Body C,0.384717,0.291186,0,-1.09142,-0.523988,0
5.96,Body A,-1.07166,0.075345,0,0.117408,0.467274,0
5.96,Body B,0.70869,-0.35569,0,0.965847,0.0925079,0
5.96,Body C,0.362969,0.280345,0,-1.08326,-0.559782,0
5.98,Body A,-1.06916,0.0846898,0,0.132756,0.467195,0
5.98,Body B,0.727762,-0.353497,0,0.941149,0.126508,0
5.98,Body C,0.341395,0.268807,0,-1.07391,-0.593703,0
6,Body A,-1.06635,0.0940324,0,0.148379,0.467057,0
6,Body B,0.746327,-0.350643,0,0.915235,0.158591,0
6,Body C,0.320019,0.25661,0,-1.06361,-0.625648,0
6.02,Body A,-1.06322,0.103372,0,0.164308,0.466844,0
6.02,Body B,0.764364,-0.347167,0,0.888318,0.188701,0
6.02,Body C,0.298855,0.243795,0,-1.05263,-0.655545,0
6.04,Body A,-1.05977,0.112706,0,0.180572,0.466536,0
6.04,Body B,0.781855,-0.343108,0,0.860605,0.216812,0
6.04,Body C,0.277917,0.230403,0,-1.04118,-0.683348,0
6.06,Body A,-1.05599,0.122032,0,0.197202,0.46611,0
6.06,Body B,0.798785,-0.338507,0,0.832296,0.242928,0
6.06,Body C,0.25721,0.216475,0,-1.0295,-0.709038,0
6.08,Body A,-1.05188,0.131349,0,0.214227,0.465543,0
6.08,Body B,0.815144,-0.333404,0,0.803576,0.267073,0
6.08,Body C,0.236737,0.202055,0,-1.0178,-0.732616,0
6.1,Body A,-1.04742,0.140653,0,0.231678,0.464806,0
6.1,Body B,0.830926,-0.327837,0,0.774618,0.289295,0
6.1,Body C,0.216496,0.187184,0,-1.0063,-0.754101,0
6.12,Body A,-1.04261,0.14994,0,0.249581,0.463869,0
6.12,Body B,0.846128,-0.321845,0,0.745577,0.309656,0
6.12,Body C,0.196482,0.171905,0,-0.995159,-0.773525,0
6.14,Body A,-1.03744,0.159206,0,0.267967,0.462698,0
6.14,Body B,0.86075,-0.315463,0,0.716593,0.328232,0
6.14,Body C,0.176686,0.156257,0,-0.98456,-0.79093,0
6.16,Body A,-1.03189,0.168446,0,0.286862,0.461256,0
6.16,Body B,0.874793,-0.308727,0,0.687787,0.345108,0
6.16,Body C,0.157095,0.140281,0,-0.974649,-0.806364,0
6.18,Body A,-1.02596,0.177654,0,0.306291,0.4595,0
6.18,Body B,0.888263,-0.301669,0,0.659266,0.360378,0
6.18,Body C,0.137695,0.124015,0,-0.965557,-0.819879,0
6.2,Body A,-1.01963,0.186824,0,0.32628,0.457387,0
6.2,Body B,0.901166,-0.294322,0,0.63112,0.374139,0
6.2,Body C,0.118467,0.107498,0,-0.9574,-0.831527,0
6.22,Body A,-1.0129,0.195947,0,0.346852,0.454868,0
6.22,Body B,0.913511,-0.286713,0,0.603423,0.386491,0
6.22,Body C,0.099392,0.0907662,0,-0.950275,-0.841358,0
6.24,Body A,-1.00576,0.205015,0,0.368027,0.451887,0
6.24,Body B,0.925307,-0.278871,0,0.576236,0.397532,0
6.24,Body C,0.0804485,0.0738555,0,-0.944263,-0.849419,0
6.26,Body A,-0.998178,0.214019,0,0.389823,0.448388,0
6.26,Body B,0.936564,-0.27082,0,0.549609,0.407362,0
6.26,Body C,0.0616136,0.056801,0,-0.939432,-0.85575,0
6.28,Body A,-0.990158,0.222947,0,0.412254,0.444308,0
6.28,Body B,0.947295,-0.262584,0,0.523578,0.416077,0
6.28,Body C,0.0428631,0.0396368,0,-0.935832,-0.860385,0
6.3,Body A,-0.981683,0.231787,0,0.435331,0.439578,0
6.3,Body B,0.957511,-0.254184,0,0.49817,0.423771,0
6.3,Body C,0.0241719,0.0223967,0,-0.933502,-0.863349,0
6.32,Body A,-0.97274,0.240525,0,0.459061,0.434127,0
6.32,Body B,0.967226,-0.245639,0,0.473403,0.430532,0
6.32,Body C,0.00551438,0.00511389,0,-0.932464,-0.86466,0
6.34,Body A,-0.963316,0.249147,0,0.483445,0.427877,0
6.34,Body B,0.976452,-0.236968,0,0.449286,0.436447,0
6.34,Body C,-0.0131354,-0.0121787,0,-0.932731,-0.864323,0
6.36,Body A,-0.953398,0.257634,0,0.508475,0.420745,0
6.36,Body B,0.985202,-0.228186,0,0.425823,0.441594,0
6.36,Body C,-0.0318035,-0.0294481,0,-0.934299,-0.862339,0
6.38,Body A,-0.942973,0.26597,0,0.53414,0.412645,0
6.38,Body B,0.993489,-0.219309,0,0.403011,0.44605,0
6.38,Body C,-0.0505159,-0.0466612,0,-0.937151,-0.858694,0
6.4,Body A,-0.932029,0.274133,0,0.560419,0.403486,0
6.4,Body B,1.00133,-0.210349,0,0.380841,0.449884,0
6.4,Body C,-0.069298,-0.0637846,0,-0.941259,-0.85337,0
6.42,Body A,-0.920552,0.282102,0,0.587279,0.393172,0
6.42,Body B,1.00873,-0.201317,0,0.359301,0.453164,0
6.42,Body C,-0.0881744,-0.0807846,0,-0.94658,-0.846337,0
6.44,Body A,-0.908534,0.289852,0,0.614681,0.381608,0
6.44,Body B,1.0157,-0.192225,0,0.338375,0.45595,0
6.44,Body C,-0.107169,-0.0976265,0,-0.953056,-0.837558,0
6.46,Body A,-0.895962,0.297357,0,0.64257,0.368693,0
6.46,Body B,1.02227,-0.183082,0,0.318044,0.458297,0
6.46,Body C,-0.126304,-0.114275,0,-0.960613,-0.82699,0
6.48,Body A,-0.882828,0.30459,0,0.670879,0.354327,0
6.48,Body B,1.02843,-0.173896,0,0.298286,0.460258,0
6.48,Body C,-0.1456,-0.130694,0,-0.969165,-0.814585,0
6.5,Body A,-0.869125,0.31152,0,0.699529,0.338412,0
6.5,Body B,1.0342,-0.164674,0,0.279078,0.46188,0
6.5,Body C,-0.165076,-0.146846,0,-0.978607,-0.800292,0
6.52,Body A,-0.854845,0.318115,0,0.728421,0.320852,0
6.52,Body B,1.03959,-0.155423,0,0.260395,0.463207,0
6.52,Body C,-0.184749,-0.162693,0,-0.988816,-0.784059,0
6.54,Body A,-0.839987,0.324342,0,0.757444,0.301557,0
6.54,Body B,1.04462,-0.146147,0,0.242209,0.464278,0
6.54,Body C,-0.204633,-0.178195,0,-0.999654,-0.765835,0
6.56,Body A,-0.824548,0.330165,0,0.786469,0.280444,0
6.56,Body B,1.04929,-0.136853,0,0.224494,0.46513,0
6.56,Body C,-0.224739,-0.193312,0,-1.01096,-0.745574,0
6.58,Body A,-0.808529,0.335548,0,0.815349,0.257443,0
6.58,Body B,1.0536,-0.127544,0,0.207221,0.465794,0
6.58,Body C,-0.245074,-0.208004,0,-1.02257,-0.723237,0
6.6,Body A,-0.791936,0.34045,0,0.843923,0.232497,0
6.6,Body B,1.05758,-0.118222,0,0.190361,0.4663,0
6.6,Body C,-0.265642,-0.222228,0,-1.03428,-0.698797,0
6.62,Body A,-0.774775,0.344834,0,0.872012,0.205568,0
6.62,Body B,1.06122,-0.108892,0,0.173884,0.466674,0
6.62,Body C,-0.286444,-0.235942,0,-1.0459,-0.672242,0
6.64,Body A,-0.75706,0.34866,0,0.899424,0.176639,0
6.64,Body B,1.06454,-0.0995561,0,0.157761,0.466941,0
6.64,Body C,-0.307476,-0.249103,0,-1.05718,-0.64358,0
6.66,Body A,-0.738804,0.351886,0,0.925956,0.145718,0
6.66,Body B,1.06753,-0.0902154,0,0.141961,0.467121,0
6.66,Body C,-0.328728,-0.261671,0,-1.06792,-0.612839,0
6.68,Body A,-0.720029,0.354475,0,0.951399,0.112843,0
6.68,Body B,1.07022,-0.0808717,0,0.126454,0.467233,0
6.68,Body C,-0.350187,-0.273604,0,-1.07785,-0.580076,0
6.7,Body A,-0.700757,0.356388,0,0.975539,0.0780828,0
6.7,Body B,1.07259,-0.0715264,0,0.111209,0.467293,0
6.7,Body C,-0.371835,-0.284861,0,-1.08675,-0.545376,0
6.72,Body A,-0.681017,0.357587,0,0.998163,0.041539,0
6.72,Body B,1.07467,-0.0621802,0,0.0961978,0.467316,0
6.72,Body C,-0.393649,-0.295406,0,-1.09436,-0.508855,0
6.74,Body A,-0.660842,0.358038,0,1.01907,0.00334875,0
6.74,Body B,1.07644,-0.0528339,0,0.0813881,0.467313,0
6.74,Body C,-0.4156,-0.305204,0,-1.10045,-0.470661,0
6.76,Body A,-0.640267,0.357711,0,1.03806,-0.0363165,0
6.76,Body B,1.07792,-0.0434878,0,0.0667499,0.467294,0
6.76,Body C,-0.437655,-0.314223,0,-1.10481,-0.430978,0
6.78,Body A,-0.619333,0.356577,0,1.05497,-0.0772521,0
6.78,Body B,1.07911,-0.0341422,0,0.052253,0.467269,0
6.78,Body C,-0.459779,-0.322435,0,-1.10722,-0.390017,0
6.8,Body A,-0.598083,0.354614,0,1.06966,-0.119223,0
6.8,Body B,1.08001,-0.0247971,0,0.0378669,0.467244,0
6.8,Body C,-0.48193,-0.329817,0,-1.10752,-0.34802,0
6.8205,Body A,-0.576022,0.351722,0,1.08229,-0.163046,0
6.8205,Body B,1.08064,-0.0152188,0,0.0232044,0.467223,0
6.8205,Body C,-0.504618,-0.336503,0,-1.10549,-0.304177,0
6.8405,Body A,-0.554273,0.348029,0,1.09216,-0.206296,0
6.8405,Body B,1.08096,-0.00587447,0,0.00894984,0.467212,0
6.8405,Body C,-0.526688,-0.342154,0,-1.10111,-0.260915,0
6.8605,Body A,-0.532351,0.343469,0,1.0996,-0.24974,0
6.8605,Body B,1.081,0.00346973,0,-0.0052857,0.46721,0
6.8605,Body C,-0.548646,-0.346938,0,-1.09431,-0.21747,0
6.8805,Body A,-0.510305,0.33804,0,1.10459,-0.293078,0
6.8805,Body B,1.08075,0.012814,0,-0.0195325,0.467219,0
6.8805,Body C,-0.570444,-0.350854,0,-1.08506,-0.174142,0
6.9005,Body A,-0.488184,0.331748,0,1.10721,-0.336011,0
6.9005,Body B,1.08022,0.0221586,0,-0.0338209,0.467237,0
6.9005,Body C,-0.592032,-0.353907,0,-1.07339,-0.131226,0
6.9205,Body A,-0.466032,0.324604,0,1.10753,-0.378253,0
6.9205,Body B,1.0794,0.0315035,0,-0.0481812,0.467262,0
6.9205,Body C,-0.613364,-0.356108,0,-1.05935,-0.0890087,0
6.9405,Body A,-0.443897,0.316624,0,1.1057,-0.419532,0
6.9405,Body B,1.07829,0.040849,0,-0.0626437,0.467287,0
6.9405,Body C,-0.634391,-0.357473,0,-1.04305,-0.0477556,0
6.9605,Body A,-0.421818,0.307831,0,1.10187,-0.459599,0
6.9605,Body B,1.07689,0.050195,0,-0.0772389,0.467308,0
6.9605,Body C,-0.655071,-0.358026,0,-1.02463,-0.0077096,0
6.9805,Body A,-0.399834,0.29825,0,1.09625,-0.498233,0
6.9805,Body B,1.0752,0.0595413,0,-0.0919971,0.467317,0
6.9805,Body C,-0.675363,-0.357791,0,-1.00425,0.0309159,0
7.0005,Body A,-0.377979,0.287912,0,1.08904,-0.535243,0
7.0005,Body B,1.07321,0.0688875,0,-0.106949,0.467303,0
7.0005,Body C,-0.69523,-0.3568,0,-0.98209,0.06794,0
7.0205,Body A,-0.356281,0.276852,0,1.08048,-0.570471,0
7.0205,Body B,1.07092,0.0782332,0,-0.122124,0.467255,0
7.0205,Body C,-0.714636,-0.355085,0,-0.958357,0.103216,0
7.0405,Body A,-0.334767,0.265106,0,1.07081,-0.603791,0
7.0405,Body B,1.06832,0.0875774,0,-0.137554,0.467159,0
7.0405,Body C,-0.733555,-0.352684,0,-0.93326,0.136632,0
7.0605,Body A,-0.313455,0.252714,0,1.06028,-0.635109,0
7.0605,Body B,1.06541,0.0969191,0,-0.153268,0.467,0
7.0605,Body C,-0.751959,-0.349633,0,-0.907013,0.168109,0
7.0805,Body A,-0.29236,0.239716,0,1.04913,-0.664362,0
7.0805,Body B,1.06219,0.106257,0,-0.169297,0.46676,0
7.0805,Body C,-0.769829,-0.345973,0,-0.879828,0.197603,0
7.1005,Body A,-0.271492,0.226153,0,1.03758,-0.691514,0
7.1005,Body B,1.05864,0.115589,0,-0.185671,0.466418,0
7.1005,Body C,-0.787147,-0.341742,0,-0.851911,0.225096,0
7.1205,Body A,-0.250858,0.212069,0,1.02588,-0.71655,0
7.1205,Body B,1.05476,0.124913,0,-0.20242,0.465951,0
7.1205,Body C,-0.803902,-0.336982,0,-0.823456,0.250599,0
7.1405,Body A,-0.230457,0.197506,0,1.01422,-0.739478,0
7.1405,Body B,1.05054,0.134226,0,-0.219574,0.465335,0
7.1405,Body C,-0.820083,-0.331731,0,-0.794645,0.274144,0
7.1605,Body A,-0.210287,0.182504,0,1.00281,-0.760322,0
7.1605,Body B,1.04597,0.143525,0,-0.237161,0.464539,0
7.1605,Body C,-0.835686,-0.326029,0,-0.765645,0.295783,0
7.1805,Body A,-0.190342,0.167106,0,0.991819,-0.779117,0
7.1805,Body B,1.04105,0.152806,0,-0.255211,0.463534,0
7.1805,Body C,-0.850709,-0.319912,0,-0.736608,0.315583,0
7.2005,Body A,-0.17061,0.151353,0,0.981417,-0.795908,0
7.2005,Body B,1.03576,0.162065,0,-0.273751,0.462283,0
7.2005,Body C,-0.865151,-0.313417,0,-0.707666,0.333625,0
7.2205,Body A,-0.15108,0.135283,0,0.971746,-0.810743,0
7.2205,Body B,1.0301,0.171296,0,-0.292808,0.460749,0
7.2205,Body C,-0.879017,-0.306579,0,-0.678938,0.349995,0
7.2405,Body A,-0.131735,0.118936,0,0.962932,-0.823676,0
7.2405,Body B,1.02405,0.180492,0,-0.312408,0.458888,0
7.2405,Body C,-0.892311,-0.299428,0,-0.650524,0.364788,0
7.2605,Body A,-0.112556,0.102348,0,0.955084,-0.834757,0
7.2605,Body B,1.0176,0.189649,0,-0.332575,0.456654,0
7.2605,Body C,-0.905041,-0.291997,0,-0.622509,0.378102,0
7.2805,Body A,-0.0935245,0.0855574,0,0.948294,-0.844036,0
7.2805,Body B,1.01074,0.198756,0,-0.353331,0.453998,0
7.2805,Body C,-0.917214,-0.284313,0,-0.594964,0.390038,0
7.3005,Body A,-0.0746171,0.0685986,0,0.942641,-0.851559,0
7.3005,Body B,1.00346,0.207805,0,-0.374696,0.450864,0
7.3005,Body C,-0.928843,-0.276404,0,-0.567945,0.400695,0
7.3205,Body A,-0.0558109,0.0515065,0,0.938186,-0.857362,0
7.3205,Body B,0.995747,0.216787,0,-0.396686,0.447192,0
7.3205,Body C,-0.939936,-0.268293,0,-0.541499,0.41017,0
7.3405,Body A,-0.0370814,0.0343153,0,0.934975,-0.861479,0
7.3405,Body B,0.987588,0.225689,0,-0.419317,0.442919,0
7.3405,Body C,-0.950507,-0.260004,0,-0.515658,0.41856,0
7.3605,Body A,-0.0184034,0.0170585,0,0.933042,-0.86393,0
7.3605,Body B,0.97897,0.234499,0,-0.442595,0.437974,0
7.3605,Body C,-0.960567,-0.251558,0,-0.490447,0.425956,0
7.3805,Body A,0.000248941,-0.000230876,0,0.932407,-0.864731,0
7.3805,Body B,0.96988,0.243203,0,-0.466527,0.432285,0
7.3805,Body C,-0.970129,-0.242972,0,-0.46588,0.432447,0
7.4005,Body A,0.0189016,-0.0175198,0,0.933077,-0.863886,0
7.4005,Body B,0.960305,0.251785,0,-0.491112,0.425771,0
7.4005,Body C,-0.979206,-0.234265,0,-0.441965,0.438116,0
7.4205,Body A,0.0375807,-0.0347753,0,0.935044,-0.86139,0
7.4205,Body B,0.950231,0.260228,0,-0.51634,0.418349,0
7.4205,Body C,-0.987812,-0.225452,0,-0.418704,0.443041,0
7.4405,Body A,0.0563119,-0.0519643,0,0.938289,-0.85723,0
7.4405,Body B,0.939647,0.268512,0,-0.542197,0.409932,0
7.4405,Body C,-0.995959,-0.216548,0,-0.396091,0.447298,0
7.4605,Body A,0.0751205,-0.0690533,0,0.942777,-0.85138,0
7.4605,Body B,0.928539,0.276618,0,-0.56866,0.400426,0
7.4605,Body C,-1.00366,-0.207564,0,-0.374117,0.450954,0
7.4805,Body A,0.0940309,-0.0860081,0,0.948461,-0.843812,0
7.4805,Body B,0.916897,0.284521,0,-0.595692,0.389737,0
7.4805,Body C,-1.01093,-0.198513,0,-0.352769,0.454075,0
7.5005,Body A,0.113067,-0.102794,0,0.95528,-0.834485,0
7.5005,Body B,0.904708,0.292199,0,-0.623251,0.377765,0
7.5005,Body C,-1.01777,-0.189405,0,-0.332029,0.456719,0
7.5205,Body A,0.132249,-0.119375,0,0.963155,-0.823355,0
7.5205,Body B,0.891963,0.299623,0,-0.651278,0.364412,0
7.5205,Body C,-1.02421,-0.180247,0,-0.311877,0.458942,0
7.5405,Body A,0.151599,-0.135716,0,0.971993,-0.810372,0
7.5405,Body B,0.878654,0.306765,0,-0.679701,0.349578,0
7.5405,Body C,-1.03025,-0.171049,0,-0.292292,0.460794,0
7.5605,Body A,0.171135,-0.151778,0,0.981686,-0.795485,0
7.5605,Body B,0.864773,0.313595,0,-0.708437,0.333165,0
7.5605,Body C,-1.03591,-0.161818,0,-0.273249,0.46232,0
7.5805,Body A,0.190871,-0.167522,0,0.992105,-0.778642,0
7.5805,Body B,0.850315,0.320081,0,-0.737382,0.315078,0
7.5805,Body C,-1.04119,-0.152559,0,-0.254723,0.463564,0
7.6005,Body A,0.210823,-0.18291,0,1.00311,-0.759793,0
7.6005,Body B,0.835277,0.326187,0,-0.766421,0.295229,0
7.6005,Body C,-1.0461,-0.143277,0,-0.236686,0.464563,0
7.6205,Body A,0.230998,-0.1979,0,1.01453,-0.738894,0
7.6205,Body B,0.819659,0.331878,0,-0.795417,0.27354,0
7.6205,Body C,-1.05066,-0.133977,0,-0.21911,0.465353,0
7.6405,Body A,0.251405,-0.212452,0,1.02619,-0.715909,0
7.6405,Body B,0.803462,0.337116,0,-0.824221,0.249943,0
7.6405,Body C,-1.05487,-0.124664,0,-0.201968,0.465966,0
7.6605,Body A,0.272046,-0.226523,0,1.03789,-0.690816,0
7.6605,Body B,0.786692,0.341862,0,-0.852664,0.224388,0
7.6605,Body C,-1.05874,-0.11534,0,-0.185229,0.466428,0
7.6805,Body A,0.29292,-0.24007,0,1.04943,-0.663608,0
7.6805,Body B,0.769359,0.346078,0,-0.880565,0.196841,0
7.6805,Body C,-1.06228,-0.106008,0,-0.168865,0.466767,0
7.7005,Body A,0.314021,-0.253053,0,1.06057,-0.6343,0
7.7005,Body B,0.751475,0.349723,0,-0.907727,0.167294,0
7.7005,Body C,-1.0655,-0.0966698,0,-0.152844,0.467005,0
7.7205,Body A,0.335339,-0.265429,0,1.07108,-0.602927,0
7.7205,Body B,0.733056,0.352756,0,-0.933946,0.135764,0
7.7205,Body C,-1.06839,-0.087328,0,-0.137138,0.467162,0
7.7405,Body A,0.356858,-0.277157,0,1.08072,-0.569554,0
7.7405,Body B,0.714125,0.35514,0,-0.959009,0.102298,0
7.7405,Body C,-1.07098,-0.0779837,0,-0.121716,0.467257,0
7.7605,Body A,0.37856,-0.288198,0,1.08925,-0.534277,0
7.7605,Body B,0.694705,0.356836,0,-0.982702,0.0669736,0
7.7605,Body C,-1.07327,-0.068638,0,-0.106547,0.467304,0
7.7805,Body A,0.400419,-0.298516,0,1.09642,-0.497222,0
7.7805,Body B,0.674827,0.357808,0,-1.00482,0.0299048,0
7.7805,Body C,-1.07525,-0.0592918,0,-0.0916007,0.467317,0
7.8005,Body A,0.422406,-0.308076,0,1.102,-0.458547,0
7.8005,Body B,0.654524,0.358022,0,-1.02515,-0.0087612,0
7.8005,Body C,-1.07693,-0.0499455,0,-0.0768472,0.467308,0
7.8205,Body A,0.444487,-0.316848,0,1.10577,-0.418444,0
7.8205,Body B,0.633834,0.357448,0,-1.04352,-0.0488424,0
7.8205,Body C,-1.07832,-0.0405995,0,-0.062256,0.467287,0
7.8405,Body A,0.466624,-0.324806,0,1.10755,-0.377137,0
7.8405,Body B,0.612798,0.35606,0,-1.05975,-0.0901244,0
7.8405,Body C,-1.07942,-0.031254,0,-0.0477966,0.467261,0
7.8605,Body A,0.488775,-0.331927,0,1.10717,-0.334873,0
7.8605,Body B,0.591459,0.353836,0,-1.07373,-0.132364,0
7.8605,Body C,-1.08023,-0.0219091,0,-0.0334386,0.467237,0
7.8805,Body A,0.510895,-0.338196,0,1.10449,-0.291924,0
7.8805,Body B,0.569864,0.350761,0,-1.08534,-0.175295,0
7.8805,Body C,-1.08076,-0.0125645,0,-0.0191517,0.467219,0
7.9005,Body A,0.532938,-0.343602,0,1.09943,-0.24858,0
7.9005,Body B,0.548062,0.346822,0,-1.09452,-0.21863,0
7.9005,Body C,-1.081,-0.00322025,0,-0.00490562,0.46721,0
7.9205,Body A,0.554856,-0.348139,0,1.09193,-0.205138,0
7.9205,Body B,0.5261,0.342015,0,-1.10126,-0.262074,0
7.9205,Body C,-1.08096,0.00612396,0,0.00933004,0.467212,0
7.9405,Body A,0.576599,-0.351808,0,1.08199,-0.161897,0
7.9405,Body B,0.504027,0.33634,0,-1.10557,-0.305327,0
7.9405,Body C,-1.08063,0.0154683,0,0.0235856,0.467224,0
7.9605,Body A,0.59812,-0.354618,0,1.06963,-0.119151,0
7.9605,Body B,0.481893,0.329805,0,-1.10753,-0.348092,0
7.9605,Body C,-1.08001,0.024813,0,0.0378913,0.467244,0
7.9805,Body A,0.619369,-0.35658,0,1.05494,-0.0771816,0
7.9805,Body B,0.459741,0.322422,0,-1.10722,-0.390087,0
7.9805,Body C,-1.07911,0.0341581,0,0.0522775,0.467269,0
8.0005,Body A,0.640303,-0.357712,0,1.03803,-0.036248,0
8.0005,Body B,0.437618,0.314208,0,-1.1048,-0.431046,0
8.0005,Body C,-1.07792,0.0435037,0,0.0667747,0.467294,0
8.0205,Body A,0.660877,-0.358038,0,1.01903,0.00341492,0
8.0205,Body B,0.415562,0.305188,0,-1.10045,-0.470727,0
8.0205,Body C,-1.07644,0.0528498,0,0.0814131,0.467313,0
8.0405,Body A,0.681051,-0.357585,0,0.998126,0.0416025,0
8.0405,Body B,0.393612,0.295389,0,-1.09435,-0.508918,0
8.0405,Body C,-1.07466,0.0621961,0,0.0962231,0.467316,0
8.0605,Body A,0.70079,-0.356385,0,0.975499,0.0781434,0
8.0605,Body B,0.371798,0.284843,0,-1.08673,-0.545437,0
8.0605,Body C,-1.07259,0.0715423,0,0.111235,0.467293,0
8.0805,Body A,0.720061,-0.354471,0,0.951357,0.112901,0
8.0805,Body B,0.350151,0.273584,0,-1.07784,-0.580134,0
